text,aspect,label,model_name
"After two months of owning this laptop, I think my favorite thing is the battery life.",battery,Positive,Apple MacBook AIR Apple M1
"For lighter tasks web browsing, listening to music, steaming Netflix etc, the battery could last the entire day, and I love how I can take this thing anywhere with me without having to lug a charger around as well.",battery,Positive,Apple MacBook AIR Apple M1
"For heavier tasks, it of course doesnt last all day but you get a lot of hours out of the battery.",battery,Neutral,Apple MacBook AIR Apple M1
Also the battery for most of the work I am doing lasts me a week with heavy workload 4 days max.,battery,Positive,Apple MacBook AIR Apple M1
"For the price, I dont mind being a generation behind",price,Neutral,Apple MacBook AIR Apple M1
"The battery life, processing system and the weight of the computer is superb.",battery,Positive,Apple MacBook AIR Apple M1
"The price tag is worth it, but even better when you wait for a sale.",price,Neutral,Apple MacBook AIR Apple M1
"UPDATE trackpad is scrolling and clicking uncontrollably, if I minimize a window it makes an error sound repeatedly until I pull it back up and the space bar has a mind of its own.",sound,Negative,Apple MacBook AIR Apple M1
When the prime day price popped up I couldnt resist.,price,Negative,Apple MacBook AIR Apple M1
For real This is appalling and do believe there is something inhibiting the performance of this transfer as the cards write at 90mbs.,performance,Negative,Apple MacBook AIR Apple M1
The battery life is amazing.,battery,Positive,Apple MacBook AIR Apple M1
"Love the display, bright colors, nice resolution, everything looks crisp.",display,Positive,Apple MacBook AIR Apple M1
"Battery life is the best Ive ever witnessed, I just recharge this thing every other day, whereas my previous laptop would use three rounds of charge a day and I had for just one year.",battery,Positive,Apple MacBook AIR Apple M1
Battery life is amazing Camera quality sucks.,battery,Negative,Apple MacBook AIR Apple M1
Battery life is amazing Camera quality sucks.,camera,Negative,Apple MacBook AIR Apple M1
"Come on Apple, give us the 2021 M1 iPad Pro camera and stop being so cheapIm happy with my purchase.",camera,Positive,Apple MacBook AIR Apple M1
"Ive worked on and serviced Macs for many years, but Ive never considered purchasing one for the price.",price,Negative,Apple MacBook AIR Apple M1
"It has the best laptop processor and the best screen money can buy, especially at this price.",price,Positive,Apple MacBook AIR Apple M1
"The battery life on MacBooks is always good, so I knew that wouldnt be an issue.",battery,Positive,Apple MacBook AIR Apple M1
The M1 processor speed has blown me away with its performance.,performance,Positive,Apple MacBook AIR Apple M1
What has blown my mind more than anything else is the battery life.,battery,Positive,Apple MacBook AIR Apple M1
"Excellent audio, sound and graphics quality, perfect laptop for a student, to play only Mac games, otherwise perfect",sound,Positive,Apple MacBook AIR Apple M1
Perfect laptop for a prefect price,price,Positive,Apple MacBook AIR Apple M1
Great laptop with excellent battery Life,battery,Positive,Apple MacBook AIR Apple M1
Great price for this MacBook.,price,Positive,Apple MacBook AIR Apple M1
Decent laoptop but PCs offer greater functionality for the 1K price tag.,price,Neutral,Apple MacBook AIR Apple M1
Performance and speed average when considering the price.,performance,Neutral,Apple MacBook AIR Apple M1
Performance and speed average when considering the price.,price,Neutral,Apple MacBook AIR Apple M1
"On the MBP, this all worked fine, but the battery couldnt keep up, even plugged in.",battery,Negative,Apple MacBook AIR Apple M1
"I would get a lot of sticking video on the MBP and have, so far, received none on the M1.Very happy with the price too.",price,Positive,Apple MacBook AIR Apple M1
"this is a great laptopConsSome software is not compatible or has problems with the M1 Apple CPU not that Ive experienced but this might impact youNo Builtin cam cover for 1000 laptop and according to apple if you use your own you can damage your screen you open the laptop unless youre super careful you smudge the laptop camerathat general area that or you open it from the sidesno LED light indicator for if the laptop is on, sleep mode, charging, fully chargedcharging seems kinda slowthey removed the keyboard brightness physical buttons but you can pin this in the topright menu bar or and its in the control centerside note OSOn the login screen of Big Sur, you can see the battery icon but not the exact percentage you have left have to log in for thatstill have to manually turn on show thousand separators on the calculator app",battery,Positive,Apple MacBook AIR Apple M1
"this is a great laptopConsSome software is not compatible or has problems with the M1 Apple CPU not that Ive experienced but this might impact youNo Builtin cam cover for 1000 laptop and according to apple if you use your own you can damage your screen you open the laptop unless youre super careful you smudge the laptop camerathat general area that or you open it from the sidesno LED light indicator for if the laptop is on, sleep mode, charging, fully chargedcharging seems kinda slowthey removed the keyboard brightness physical buttons but you can pin this in the topright menu bar or and its in the control centerside note OSOn the login screen of Big Sur, you can see the battery icon but not the exact percentage you have left have to log in for thatstill have to manually turn on show thousand separators on the calculator app",camera,Positive,Apple MacBook AIR Apple M1
"this is a great laptopConsSome software is not compatible or has problems with the M1 Apple CPU not that Ive experienced but this might impact youNo Builtin cam cover for 1000 laptop and according to apple if you use your own you can damage your screen you open the laptop unless youre super careful you smudge the laptop camerathat general area that or you open it from the sidesno LED light indicator for if the laptop is on, sleep mode, charging, fully chargedcharging seems kinda slowthey removed the keyboard brightness physical buttons but you can pin this in the topright menu bar or and its in the control centerside note OSOn the login screen of Big Sur, you can see the battery icon but not the exact percentage you have left have to log in for thatstill have to manually turn on show thousand separators on the calculator app",software,Positive,Apple MacBook AIR Apple M1
Great laptop for my daughter she uses Apple Arcade to play games for a low monthly price.,price,Positive,Apple MacBook AIR Apple M1
"Let me say first off, the battery life is phenomenal.",battery,Positive,Apple MacBook AIR Apple M1
Performance is spectacular.,performance,Positive,Apple MacBook AIR Apple M1
Yesterday it developed horizontal lines throughout the display.,display,Negative,Apple MacBook AIR Apple M1
"The guy there took a look and said that the MacBook was damaged that the display was cracked under the glass, and the repair would cost 500.When I explained that NOTHING had happened to the computer but the Apple guy first suggested that my dog did it.",display,Negative,Apple MacBook AIR Apple M1
All I know is that one morning the display was screwed up.,display,Negative,Apple MacBook AIR Apple M1
"Later, when I wiped the screen with a piece of cloth to try and photograph the 12 inch crack, it extended down screen and the display went black.",display,Negative,Apple MacBook AIR Apple M1
