product,review
Apple MacBook AIR Apple M1,"Llego hasta las puertas de mi caso en un estado excelente como si lo hubiera comprado en una tienda, vino sellada, es parecida es l software y su arreglo a las otras Mac igual de organizadas, trabaja bastante rápido, pero hay que reconocer que la calidad de la cámara es menor que las generaciones anteriores."
Apple MacBook AIR Apple M1,The MacBookAir does not have a touch screen and I don't use it for gaming. It is a great notebook just as it is.
Apple MacBook AIR Apple M1,"First venture into Mac. Laptop has some heft to it with a nice aluminum chassis. Screen is sharp, very bright and responsive. Keyboard is on par with other laptops I use daily (Lenovo). Blows standard laptops out of the water with battery life."
Apple MacBook AIR Apple M1,"My first Apple product. Great hardware and software. Coming from Windows Lifer, it had been no problem getting upto speed on Big Sur. Got it on promotion too for 850. No brainer.Best laptop purchase I ever made."
Apple MacBook AIR Apple M1,Llegó en algo menos de dos días. Está Macbook air M1 es lo mejor de lo mejor. La capacidad de memoria es asombrosa. La rapidez parece indicar que Apple se ha adelantado muchos años.
Apple MacBook AIR Apple M1,Computer is lightweight and fast but... right out of the box I had a service battery notice. Charged it up and it was still there. Made an appointment with the nearest Apple store (20 miles away). They confirmed my Mac was made this month so it was brand new but they can’t replace it since it was bought from Amazon and not Apple. They sent it out for a new battery under warranty which was to take 3-5 days and they have had it a week now and haven’t completed the repair yet. All around not a good experience for my first Mac and spending a thousand bucks on a laptop. I’ll be going back to pc after this.
Apple MacBook AIR Apple M1,"This computer lived up to and surpassed my highest expectations. I could not recommend it more. The battery life is surreal. The screen is gorgeous. It is snappy, fast, and outperforms my much more expensive previous gen Macs. Such an incredible feat of engineering."
Apple MacBook AIR Apple M1,"Attractive gold colour that looks like rose gold, lightweight, speedy. Ideal for browsing the internet, reading emails, Microsoft Office. Purchased brand new from the Apple Store on Amazon - ""Ship and Sold by Amazon"". Received in pristine condition with one year Apple Warranty."
Apple MacBook AIR Apple M1,Got it for my daughter for school. I asked her after she spent some time with it- how is it? Her response was- I LIKE IT!!! That answers all my questions! That's all I want to know. Apple 🍎👌
Apple MacBook AIR Apple M1,"YOU WILL NEVER REGRET THIS PURCHASE IF YOU ARE A MAC PERSON.  IT IS GOOD FOR PC PERSONS AS LONG AS THEY ARE WILLING TO TAKE A LITTLE TIME TO LEARN HOW TO USE IT, AS IT IS DIFFERENT FROM A PC.  SOME SOFTWARE IS MORE DIFFICULT TO FIND."
Apple MacBook AIR Apple M1,"I have to reset this thing at least 5 times per week in the middle of meetings and such for no reason. I've done all the updates and it's brand new, it just doesn't work. I'm guessing this has to do with the fact that it has an Apple chip instead of an Intel one, and like most things Apple actually makes its glitchy and unreliable. Makes sense that it was on sale. If you have to buy an Apple try to get the ones that have the fewest Apple parts as possible."
Apple MacBook AIR Apple M1,Completely closed and never used. Excellent but excellent laptop. Great investment
Apple MacBook AIR Apple M1,I was skeptical at first but now I’m convinced!  ARM Is like the cpu in the terminator movies! lol. No fan and battery last all day easily!  It absolutely crushes my 6 core i7 MacBook Pro on Geekbench test!  You will not regret buying one!  Look at the picture and see for yourself!
Apple MacBook AIR Apple M1,It was time to update a pc laptop and and took the plunge and switch to an apple product. It's a great system and works well with my other apple products ie iPhone/AirPods. I especially like the fingerprint function. Nothing to complain about for this user.
Apple MacBook AIR Apple M1,"I had a MacBook Pro that is over ten years old and has served me well, but it was time to upgrade. Happy so far, the light weight is awesome, keyboard is excellent and quiet, so far so good!"
Apple MacBook AIR Apple M1,"Wonderrful upgrade, easy to migrate and Amazon delivered as promised."
Apple MacBook AIR Apple M1,"I purchased a MacBook Air (Late 2020) from Amazon on September 17th.  After a week of use, the screen has lines on it.  Before the 30-day return window was up, I brought it to the apple store (twice).  The Apple Store, would not replace the unit and the staff would not send the unit out to be fixed at no cost. The store claimed “damage” was done to the laptop.  An unacceptable response where the laptop was used over a week with normal use, on a desk. This is a defect, not “damage”.  Additionally, employee at the Apple Store, said that he could only “swap it out” if we purchased it from Apple directly.  This is unacceptable, I purchased this unit from Amazon which is an authorized Apple Retailer.  The same policies need to be applied, or why bother having authorized retailers.The screens on the M1 MacBook Airs are fragile and are of poor quality.  Apple won’t stand behind its product and fix it. Amazon will take back the laptop and I’m getting a full refund.  Apple needs to address the screen issue on their laptops, improve their warranty and retrain staff.  The M1 MacBook Air has poor components, poor warranty and the Apple staff are not handling these issues well.  Apple is blaming customers for Apple’s poor build quality."
Apple MacBook AIR Apple M1,"I've needed a new laptop for years and finally decided to buy one, but had not planned on purchasing a MacBook.  After reviewing many options I clearly made the right choice.  I love it!!!DW"
Apple MacBook AIR Apple M1,"Great laptop, feels so premium. Fast enough for common use and the battery mas a lot, I have to charge it every three or four days."
